Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,01,Alabama,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,111,100144.23423,23465.900901,18110.405405
State,01,Alabama,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,31,96374.258065,15143.322581,12601.806452
State,01,Alabama,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,77,205418.45455,33963.74026,30675.792208
State,01,Alabama,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,317,137184.32808,25315.514196,21174.457413
State,01,Alabama,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,255,132776.27451,19614.670588,16044.270588
State,01,Alabama,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,95,149065.35789,22982.378947,18981.6
State,01,Alabama,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,1291,94615.37103,14520.061967,9521.1890008
State,01,Alabama,471,CERVICAL SPINAL FUSION WITH MCC,53,204869.28302,45905.849057,31390.226415
State,01,Alabama,472,CERVICAL SPINAL FUSION WITH CC,280,125810.91429,23189.892857,16910.467857
State,01,Alabama,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,166,117398.89157,17506.198795,13642.210843
State,01,Alabama,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,38,157099.52632,24247.394737,21882.052632
State,01,Alabama,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,49,89463.959184,16473.632653,13057.734694
State,01,Alabama,476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,13,54207.230769,9773.4615385,6721
State,01,Alabama,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,35,144247.48571,30854.485714,22755.171429
State,01,Alabama,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,45,101946.2,15842.422222,13304.022222
State,01,Alabama,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,455,114978.11648,21107.327473,17953.659341
State,01,Alabama,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,1157,89255.331893,15173.384615,12604.708729
State,01,Alabama,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,244,69446.627049,11989.127049,9469.1106557
State,01,Alabama,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,240,138854.5,16505.125,13919.270833
State,01,Alabama,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,23,122324.21739,26738.73913,18647.869565
State,01,Alabama,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,49,82512.204082,14951.693878,11706.326531
State,01,Alabama,487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,14,67989.642857,11982.428571,8731.0714286
State,01,Alabama,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,41,88696.146341,14903.853659,12537.195122
State,01,Alabama,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,58,55842.965517,10860.517241,7094.0689655
State,01,Alabama,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",106,159896.79245,29889.415094,23106.745283
State,01,Alabama,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",269,97607.758364,17227.877323,13932.869888
State,01,Alabama,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",125,75388.616,14038.664,10180.808
State,01,Alabama,496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,28,66523.178571,14137.607143,12220.107143
State,01,Alabama,497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/,16,56802.0625,11843.875,9293.8125
State,01,Alabama,498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,15,85416.933333,20842,14872.6
State,01,Alabama,500,SOFT TISSUE PROCEDURES WITH MCC,21,95811.428571,24676.238095,19038.571429
State,01,Alabama,501,SOFT TISSUE PROCEDURES WITH CC,58,80163.896552,14631.465517,10361.034483
State,01,Alabama,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,30,66188.866667,13608.5,7326.1
State,01,Alabama,504,FOOT PROCEDURES WITH CC,33,68434.030303,12990.636364,9720.969697
State,01,Alabama,510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",17,100876.11765,20693.647059,18436.941176
State,01,Alabama,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",47,94022.595745,14634.489362,11719.106383
State,01,Alabama,512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",34,55696.647059,13651.470588,9100.6470588
State,01,Alabama,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",20,53530.95,11797.25,10084.4
State,01,Alabama,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,46,144142.71739,23269.826087,20352.913043
State,01,Alabama,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,127,89568.811024,15751.669291,11672.677165
State,01,Alabama,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,81,72439.271605,12341.555556,8650.2716049
State,01,Alabama,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,33,138345.06061,29654.212121,22824.787879
State,01,Alabama,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,82,107632.92683,14973.426829,11556.414634
State,01,Alabama,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,48,93544.854167,11154.4375,8228.4583333
State,01,Alabama,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,251,121090,21036.916335,18975.828685
State,01,Alabama,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,846,87268.312057,15063.198582,12748.08747
State,01,Alabama,533,FRACTURES OF FEMUR WITH MCC,14,34037.642857,9172.1428571,7968.2857143
State,01,Alabama,534,FRACTURES OF FEMUR WITHOUT MCC,41,28991.731707,6090.9756098,4614.8536585
State,01,Alabama,535,FRACTURES OF HIP AND PELVIS WITH MCC,96,42789.322917,9295.2083333,7738.25
State,01,Alabama,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,315,27006.67619,6184.2126984,4336.2793651
State,01,Alabama,537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",15,34717.266667,13720.333333,5461.8666667
State,01,Alabama,539,OSTEOMYELITIS WITH MCC,29,47427.241379,15135,12670.931034
State,01,Alabama,540,OSTEOMYELITIS WITH CC,35,32199.714286,9214.6857143,7119.6571429
State,01,Alabama,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,77,60786.909091,13313,10802.090909
State,01,Alabama,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,121,37445.38843,8235.6528926,6460.8512397
State,01,Alabama,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,28,22854.607143,5780.5714286,4262.25
State,01,Alabama,545,CONNECTIVE TISSUE DISORDERS WITH MCC,25,106275.4,25430.84,17074.68
State,01,Alabama,546,CONNECTIVE TISSUE DISORDERS WITH CC,42,44673.809524,9860.5952381,7458.8571429
State,01,Alabama,549,SEPTIC ARTHRITIS WITH CC,13,47265,9402,6965.3846154
State,01,Alabama,551,MEDICAL BACK PROBLEMS WITH MCC,188,66763.553191,13640.026596,9934.1595745
State,01,Alabama,552,MEDICAL BACK PROBLEMS WITHOUT MCC,563,37779.390764,7891.4067496,5644.3943162
State,01,Alabama,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,24,39255.291667,10530.416667,8849.5
State,01,Alabama,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,109,29975.899083,6836.5963303,4825.6880734
State,01,Alabama,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,22,37953.545455,9976.0909091,8125.6818182
State,01,Alabama,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,105,32810.847619,6827.8285714,4879.7142857
State,01,Alabama,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",56,46385.392857,10826.803571,8504.0535714
State,01,Alabama,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",106,29097.169811,7468.1792453,5028.1698113
State,01,Alabama,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",47,69957.574468,16134.468085,9022.8297872
State,01,Alabama,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",63,38817.31746,7830.8412698,6389.5079365
State,01,Alabama,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",23,28475.26087,6092.173913,4706.0869565
State,01,Alabama,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",88,43276.886364,10758.818182,9045.6363636
State,01,Alabama,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",270,29461.611111,6694.2407407,4951.762963
State,01,Alabama,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,74,51798.648649,11277.527027,9504.5135135
State,01,Alabama,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,79,35510.683544,8123.7721519,5624.443038
State,01,Alabama,566,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,22,24932.318182,5618.5454545,4100.4090909
State,01,Alabama,570,SKIN DEBRIDEMENT WITH MCC,29,82935.034483,20623.172414,18177.172414
State,01,Alabama,571,SKIN DEBRIDEMENT WITH CC,58,53010.275862,12260.62069,9317.862069
State,01,Alabama,572,SKIN DEBRIDEMENT WITHOUT CC/MCC,14,32686.428571,9568.5,6280.4285714
State,01,Alabama,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,14,82800.071429,27048.571429,23466.5
State,01,Alabama,577,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,14,124213,24354.785714,20104.642857
State,01,Alabama,578,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,13,97988.230769,14880.923077,11177.923077
State,01,Alabama,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",53,128452.13208,25677.962264,19829.207547
State,01,Alabama,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",115,66267.06087,12812.382609,10447.113043
State,01,Alabama,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",40,82709.3,10135.625,7482.825
State,01,Alabama,592,SKIN ULCERS WITH MCC,41,51466,13768.756098,11003.731707
State,01,Alabama,593,SKIN ULCERS WITH CC,61,36271.344262,9272.7213115,6937.2459016
State,01,Alabama,594,SKIN ULCERS WITHOUT CC/MCC,11,19209.090909,5639.0909091,4261
State,01,Alabama,596,MAJOR SKIN DISORDERS WITHOUT MCC,25,38865.44,8674.96,6249.96
State,01,Alabama,597,MALIGNANT BREAST DISORDERS WITH MCC,21,81570.952381,14041.571429,10184.904762
State,01,Alabama,598,MALIGNANT BREAST DISORDERS WITH CC,11,46367.818182,9378.6363636,7194.1818182
State,01,Alabama,602,CELLULITIS WITH MCC,252,52803.238095,10838.821429,8914.4444444
State,01,Alabama,603,CELLULITIS WITHOUT MCC,875,27539.259429,7095.1714286,5045.7885714
State,01,Alabama,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",45,47116.711111,11156.8,9781.0444444
State,01,Alabama,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",157,29194.656051,7152.1464968,5221.8280255
State,01,Alabama,606,MINOR SKIN DISORDERS WITH MCC,21,58023.857143,12621.904762,8933.5238095
State,01,Alabama,607,MINOR SKIN DISORDERS WITHOUT MCC,65,24001.246154,7226.1692308,5592.9230769
State,01,Alabama,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,26,142641.76923,26056.692308,17905.961538
State,01,Alabama,615,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,13,76955.615385,13655.769231,10438.307692
State,01,Alabama,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",33,140467.60606,27203.424242,21338.454545
State,01,Alabama,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",126,73711.055556,13336.460317,9965.0555556
State,01,Alabama,620,O.R. PROCEDURES FOR OBESITY WITH CC,20,76636,13095.9,9715.4
State,01,Alabama,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,72,89601.402778,11936.513889,7625.2916667
State,01,Alabama,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",29,82405.655172,24935.724138,22260.62069
State,01,Alabama,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",51,50726.509804,14215.568627,9853.2352941
State,01,Alabama,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",40,111659.325,25827.05,22424.15
State,01,Alabama,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",44,77424.886364,16124.181818,13397.795455
State,01,Alabama,637,DIABETES WITH MCC,466,54616.712446,10442.716738,8502.723176
State,01,Alabama,638,DIABETES WITH CC,560,31165.394643,7079.9125,5078.0857143
State,01,Alabama,639,DIABETES WITHOUT CC/MCC,108,18661.518519,4990.5925926,3231.1018519
State,01,Alabama,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1192,47048.057886,10014.067114,8125.7768456
State,01,Alabama,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",1297,26645.858134,6306.3492675,4469.1935235
State,01,Alabama,642,INBORN AND OTHER DISORDERS OF METABOLISM,19,76520.894737,13970.578947,9858.8421053
State,01,Alabama,643,ENDOCRINE DISORDERS WITH MCC,158,45701.594937,12010.506329,10042.341772
State,01,Alabama,644,ENDOCRINE DISORDERS WITH CC,121,33529.619835,8101.9834711,6014.9834711
State,01,Alabama,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,43,21046.372093,5866.3255814,3940.6046512
State,01,Alabama,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,30,352042.86667,45472.966667,38424.166667
State,01,Alabama,652,KIDNEY TRANSPLANT,65,280349.46154,32113.861538,19480.738462
State,01,Alabama,653,MAJOR BLADDER PROCEDURES WITH MCC,24,251737.5,43822.666667,38103.875
State,01,Alabama,654,MAJOR BLADDER PROCEDURES WITH CC,40,138548.975,22758.85,15785.325
State,01,Alabama,655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,15,140327.6,20397.133333,13160
State,01,Alabama,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,34,133419.5,24585.205882,21781.323529
State,01,Alabama,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,82,107338.32927,13812.097561,11454.097561
State,01,Alabama,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,66,95605.212121,11869.227273,8802.0151515
State,01,Alabama,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,156,104370.08333,20655.397436,15986.301282
State,01,Alabama,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,256,58698.800781,11202.726563,7852.9726563
State,01,Alabama,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,168,58121.071429,8305.9404762,5680.5595238
State,01,Alabama,662,MINOR BLADDER PROCEDURES WITH MCC,17,153639.29412,23735.588235,21994.588235
State,01,Alabama,663,MINOR BLADDER PROCEDURES WITH CC,34,76131.382353,11414.352941,9518.6176471
State,01,Alabama,666,PROSTATECTOMY WITH CC,19,81015.157895,12400.473684,10682.052632
State,01,Alabama,668,TRANSURETHRAL PROCEDURES WITH MCC,24,145433,24880.333333,18655.666667
State,01,Alabama,669,TRANSURETHRAL PROCEDURES WITH CC,53,61438.433962,11977.433962,8952.0754717
State,01,Alabama,670,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,16,37835.875,7483.5,5050.4375
State,01,Alabama,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,173,131468.87283,30436.734104,22198.34104
State,01,Alabama,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,64,89966.9375,17506.375,14654.78125
State,01,Alabama,682,RENAL FAILURE WITH MCC,1170,53331.078632,11106.67265,8911.6376068
State,01,Alabama,683,RENAL FAILURE WITH CC,1166,32384.562607,7100.0617496,5199.0077187
State,01,Alabama,684,RENAL FAILURE WITHOUT CC/MCC,160,22388.3875,5199.64375,3404.7125
State,01,Alabama,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,13,79753.384615,14703.153846,11118.307692
State,01,Alabama,687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,22,30040.318182,7514.3636364,5669.2727273
State,01,Alabama,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,1521,42132.692308,8549.1268902,6897.894806
State,01,Alabama,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,1838,27830.751904,6484.2508161,4671.5805223
State,01,Alabama,693,URINARY STONES WITH MCC,23,56032.826087,11035.913043,9126.7391304
State,01,Alabama,694,URINARY STONES WITHOUT MCC,101,34597.891089,6791.2574257,4293.4653465
State,01,Alabama,695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,17,59830.764706,7983.0588235,6881.6470588
State,01,Alabama,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,68,30521.941176,5826.8382353,4271.1617647
State,01,Alabama,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,786,59434.956743,12214.041985,10081.245547
State,01,Alabama,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,394,34545.274112,8315.8299492,6184.5558376
State,01,Alabama,700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,44,29920.068182,7279.4772727,3934.2045455
State,01,Alabama,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,25,90701.08,16367.44,8857.56
State,01,Alabama,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,32,88048.65625,11877.34375,6822.625
State,01,Alabama,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,47,69715.744681,12506.723404,9311.7659574
State,01,Alabama,714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,13,43882,7126.4615385,4996.7692308
State,01,Alabama,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,37,93667.378378,14337.432432,10729.405405
State,01,Alabama,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,13,69455.692308,11069.769231,6586.8461538
State,01,Alabama,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",11,23264.727273,8432.6363636,6359.1818182
State,01,Alabama,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,33,37689.757576,5944.4242424,4037.3636364
State,01,Alabama,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,15,29484.333333,10634.133333,7879.0666667
State,01,Alabama,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,54,22456.777778,6476.1666667,4514.7407407
State,01,Alabama,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,42,82871.404762,16680.404762,12051
State,01,Alabama,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,18,75914.166667,15256.777778,11560.5
State,01,Alabama,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,25,67823.44,16386.88,9888.44
State,01,Alabama,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,45,48096.088889,9672.0666667,5786.0888889
State,01,Alabama,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",15,106077.8,16581.266667,13793.2
State,01,Alabama,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",11,37141.727273,13398,11277.363636
State,01,Alabama,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",15,58272.933333,8294.2666667,5171.0666667
State,01,Alabama,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,14,38187.928571,9588.7857143,7251.4285714
State,01,Alabama,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",18,57702.277778,14781.722222,10543.055556
State,01,Alabama,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",25,36321.84,10193.52,7066.2
State,01,Alabama,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",16,41469.375,9993.9375,8754.625
State,01,Alabama,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",26,31641.884615,7662.8461538,6469.8846154
State,01,Alabama,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,24,31156.708333,7674.9166667,5845.625
State,01,Alabama,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,21,45192.333333,11626.047619,6515.3333333
State,01,Alabama,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,11,31217.727273,6809,4414.6363636
State,01,Alabama,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,15,24349.333333,6708.0666667,4440.4666667
State,01,Alabama,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,26,16417.038462,5251.6923077,3083.8076923
State,01,Alabama,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,99,77321.444444,16750.89899,13976.050505
State,01,Alabama,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,128,45041.203125,11846.023438,7288.03125
State,01,Alabama,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,12,84913.25,14058.166667,12248
State,01,Alabama,811,RED BLOOD CELL DISORDERS WITH MCC,425,49514,10640.908235,8712.1082353
State,01,Alabama,812,RED BLOOD CELL DISORDERS WITHOUT MCC,768,31742.520833,7891.3294271,5357.6302083
State,01,Alabama,813,COAGULATION DISORDERS,196,71024.77551,13671.857143,10857.658163
State,01,Alabama,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,27,91397.222222,15835.148148,13149.555556
State,01,Alabama,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,28,50708.821429,8042.75,6663.9285714
State,01,Alabama,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,14,199172.71429,40107,32655.071429
State,01,Alabama,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,15,141143.93333,19907.933333,13148.466667
State,01,Alabama,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,13,77151.076923,10072.076923,7428.2307692
State,01,Alabama,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,29,188033.06897,36190.103448,30921.068966
State,01,Alabama,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,18,112637.61111,19834.388889,10914
State,01,Alabama,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,23,110366.04348,20960.869565,14815.695652
State,01,Alabama,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,25,84401.04,14694,10387.12
State,01,Alabama,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI,17,157337.76471,35493.117647,22683.941176
State,01,Alabama,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,15,30347.2,9960.6666667,4112.5333333
State,01,Alabama,834,ACUTE LEUKEMIA WITH MCC,46,181494.63043,51149.782609,35198.5
State,01,Alabama,835,ACUTE LEUKEMIA WITH CC,35,79913.2,17684.542857,14209.314286
State,01,Alabama,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP,34,67193.294118,20513.382353,16648.647059
State,01,Alabama,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,88,135629.26136,25641.681818,19860.363636
State,01,Alabama,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,79,64946.35443,12982.620253,10505
